2,3,4,filedFor
74271810,"90,293","1,560,000",2005-12-31
74271810,"317,501","5,485,500",2005-12-31
81211K10,"53,676","955,600",2005-12-31
81760N10,"67,059","5,611,600",2005-12-31
86791410,"170,593","2,344,600",2005-12-31
86791410,"62,574","860,000",2005-12-31
89102710,"4,312","77,551",2005-12-31
89102710,"25,005","449,728",2005-12-31
89102710,"92,124","1,656,900",2005-12-31
89102710,"35,567","639,700",2005-12-31
90212410,"288,600","10,000,000",2005-12-31
90329340,"422,500","6,500,000",2005-12-31
93114210,"889,120","18,998,300",2005-12-31
93114210,"44,273","946,000",2005-12-31
93964010,"684,143","894,304",2005-12-31
93964010,"113,458","148,311",2005-12-31
93964010,"495,846","648,165",2005-12-31
93964010,"28,294","36,985",2005-12-31
94974610,"1,034,955","16,472,310",2005-12-31
94974610,"64,187","1,021,600",2005-12-31
94974610,"954,706","15,195,070",2005-12-31
94974610,"87,585","1,394,000",2005-12-31
94974610,"62,830","1,000,000",2005-12-31
94974610,"2,412,946","38,404,360",2005-12-31
94974610,"38,003","604,860",2005-12-31
94974610,"53,406","850,000",2005-12-31
94974610,"9,424","150,000",2005-12-31
94974610,"628,300","10,000,000",2005-12-31
95081710,"2,195,688","5,703,087",2005-12-31
43707610,"190,700","5,000,000",2005-09-30
46284610,"183,500","5,000,000",2005-09-30
52977110,"61,050","1,000,000",2005-09-30
54866110,"25,116","390,000",2005-09-30
55261F10,"633,949","5,997,060",2005-09-30
55261F10,"57,718","546,000",2005-09-30
55261F10,"17,516","165,700",2005-09-30
61536910,"1,648,893","32,280,600",2005-09-30
61536910,"802,947","15,719,400",2005-09-30
62475610,"23,654","851,800",2005-09-30
65410610,"202,125","2,474,600",2005-09-30
68989910,"66,568","1,818,800",2005-09-30
71646E10,"6,078","72,900",2005-09-30
71646E10,"48,863","586,100",2005-09-30
72027910,"37,078","3,290,000",2005-09-30
74271810,"37,460","630,000",2005-09-30
81211K10,"52,837","1,113,300",2005-09-30
81760N10,"75,981","5,611,600",2005-09-30
82028K20,"148,918","7,101,500",2005-09-30
86791410,"162,832","2,344,600",2005-09-30
86791410,"59,727","860,000",2005-09-30
90212410,"278,500","10,000,000",2005-09-30
90329340,"446,680","6,500,000",2005-09-30
93964010,"717,679","894,304",2005-09-30
93964010,"119,020","148,311",2005-09-30
93964010,"520,152","648,165",2005-09-30
93964010,"29,680","36,985",2005-09-30
95081710,"1,951,026","5,703,087",2005-09-30
02581610,"916,908","17,225,400",2005-06-30
02581610,"425,554","7,994,634",2005-06-30
02581610,"6,401,220","120,255,879",2005-06-30
02581610,"103,431","1,943,100",2005-06-30
02581610,"74,507","1,399,713",2005-06-30
02581610,"44,704","839,832",2005-06-30
02581610,"103,913","1,952,142",2005-06-30
02971210,"440,072","10,497,900",2005-06-30
19121610,"16,700","400,000",2005-06-30
19121610,"74,148","1,776,000",2005-06-30
19121610,"300,834","7,205,600",2005-06-30
19121610,"1,675,912","40,141,600",2005-06-30
19121610,"5,842,729","139,945,600",2005-06-30
19121610,"381,562","9,139,200",2005-06-30
19121610,"20,040","480,000",2005-06-30
19121610,"38,075","912,000",2005-06-30
20030N20,"299,500","10,000,000",2005-06-30
20033410,"18,042","1,202,832",2005-06-30
20033410,"4,487","299,148",2005-06-30
20033410,255,"16,998",2005-06-30
22160K10,"235,011","5,254,000",2005-06-30
24237010,"13,233","375,500",2005-06-30
31996310,"346,208","8,625,000",2005-06-30
36473010,"245,228","3,447,600",2005-06-30
36476010,"304,826","15,434,243",2005-06-30
37576610,"3,037,800","60,000,000",2005-06-30
37576610,"1,053,104","20,800,000",2005-06-30
37576610,"324,032","6,400,000",2005-06-30
37576610,"324,032","6,400,000",2005-06-30
37576610,"40,504","800,000",2005-06-30
37576610,"81,008","1,600,000",2005-06-30
37576610,"252,137","4,980,000",2005-06-30
43707610,"36,760","945,000",2005-06-30
46284610,"155,100","5,000,000",2005-06-30
52977110,"64,830","1,000,000",2005-06-30
54866110,"22,706","390,000",2005-06-30
55261F10,"630,651","5,997,060",2005-06-30
55261F10,"57,417","546,000",2005-06-30
55261F10,"17,425","165,700",2005-06-30
61536910,"1,451,336","32,280,600",2005-06-30
61536910,"706,744","15,719,400",2005-06-30
62475610,"23,084","851,800",2005-06-30
65410610,"214,300","2,474,600",2005-06-30
68989910,"82,283","1,818,800",2005-06-30
71646E10,"5,355","72,900",2005-06-30
71646E10,"43,049","586,100",2005-06-30
72027910,"113,520","8,000,000",2005-06-30
74271810,"33,232","630,000",2005-06-30
81211K10,"55,431","1,113,300",2005-06-30
81760N10,"75,195","5,611,600",2005-06-30
82028K20,"456,940","22,000,000",2005-06-30
86791410,"169,374","2,344,600",2005-06-30
86791410,"62,126","860,000",2005-06-30
90212410,"146,000","5,000,000",2005-06-30
90329340,"276,250","6,500,000",2005-06-30
93964010,"746,771","894,304",2005-06-30
93964010,"123,844","148,311",2005-06-30
93964010,"541,237","648,165",2005-06-30
93964010,"30,884","36,985",2005-06-30
94974610,"794,541","12,902,590",2005-06-30
94974610,"62,910","1,021,600",2005-06-30
94974610,"7,449","120,970",2005-06-30
94974610,"85,843","1,394,000",2005-06-30
94974610,"61,580","1,000,000",2005-06-30
94974610,"2,364,940","38,404,360",2005-06-30
94974610,"37,247","604,860",2005-06-30
94974610,"52,343","850,000",2005-06-30
94974610,"9,237","150,000",2005-06-30
95081710,"2,053,111","5,703,087",2005-06-30
46284610,"144,200","5,000,000",2005-03-31
55261F10,"612,060","5,997,060",2005-03-31
55261F10,"55,725","546,000",2005-03-31
55261F10,"16,911","165,700",2005-03-31
61536910,"1,305,105","16,140,300",2005-03-31
61536910,"635,535","7,859,700",2005-03-31
62475610,"23,978","851,800",2005-03-31
65410610,"206,159","2,474,600",2005-03-31
68989910,"83,283","1,818,800",2005-03-31
71646E10,"4,609","72,900",2005-03-31
71646E10,"37,053","586,100",2005-03-31
72027910,"145,840","8,000,000",2005-03-31
74271810,"33,390","630,000",2005-03-31
81211K10,"57,825","1,113,300",2005-03-31
81760N10,"75,757","5,611,600",2005-03-31
82028K20,"448,360","22,000,000",2005-03-31
89102710,"4,048","77,551",2005-03-31
89102710,"23,476","449,728",2005-03-31
89102710,"47,392","907,900",2005-03-31
89102710,"33,392","639,700",2005-03-31
90329340,"215,540","6,500,000",2005-03-31
93964010,"799,508","894,304",2005-03-31
93964010,"132,590","148,311",2005-03-31
93964010,"579,460","648,165",2005-03-31
93964010,"33,065","36,985",2005-03-31
94974610,"771,575","12,902,590",2005-03-31
94974610,"61,092","1,021,600",2005-03-31
94974610,"7,234","120,970",2005-03-31
94974610,"83,361","1,394,000",2005-03-31
94974610,"59,800","1,000,000",2005-03-31
94974610,"2,296,581","38,404,360",2005-03-31
94974610,"36,171","604,860",2005-03-31
94974610,"50,830","850,000",2005-03-31
94974610,"8,970","150,000",2005-03-31
95081710,"2,195,574","5,703,087",2005-03-31
02581610,"970,996","17,225,400",2004-12-31
02581610,"450,658","7,994,634",2004-12-31
02581610,"6,778,824","120,255,879",2004-12-31
02581610,"109,533","1,943,100",2004-12-31
02581610,"78,902","1,399,713",2004-12-31
02581610,"47,341","839,832",2004-12-31
02581610,"110,042","1,952,142",2004-12-31
02971210,"433,773","10,497,900",2004-12-31
09367110,"703,179","14,350,600",2004-12-31
19121610,"16,656","400,000",2004-12-31
19121610,"73,953","1,776,000",2004-12-31
19121610,"300,041","7,205,600",2004-12-31
19121610,"1,671,496","40,141,600",2004-12-31
19121610,"5,827,335","139,945,600",2004-12-31
19121610,"380,556","9,139,200",2004-12-31
19121610,"19,987","480,000",2004-12-31
19121610,"37,976","912,000",2004-12-31
20030N20,"328,400","10,000,000",2004-12-31
20033410,"26,667","1,195,274",2004-12-31
20033410,"6,632","297,268",2004-12-31
20033410,377,"16,891",2004-12-31
22160K10,"254,346","5,254,000",2004-12-31
24237010,"12,373","375,500",2004-12-31
31996310,"340,320","8,000,000",2004-12-31
36473010,"281,668","3,447,600",2004-12-31
36476010,"325,971","15,434,243",2004-12-31
37576610,"2,686,800","60,000,000",2004-12-31
37576610,"931,424","20,800,000",2004-12-31
37576610,"286,592","6,400,000",2004-12-31
37576610,"286,592","6,400,000",2004-12-31
37576610,"35,824","800,000",2004-12-31
37576610,"71,648","1,600,000",2004-12-31
46284610,"152,450","5,000,000",2004-12-31
55261F10,"646,723","5,997,060",2004-12-31
55261F10,"58,881","546,000",2004-12-31
55261F10,"17,869","165,700",2004-12-31
61536910,"1,401,785","16,140,300",2004-12-31
61536910,"682,615","7,859,700",2004-12-31
62475610,"43,853","1,361,900",2004-12-31
65410610,"226,725","2,500,000",2004-12-31
68989910,"83,265","1,818,800",2004-12-31
71646E10,"3,914","72,900",2004-12-31
71646E10,"31,468","586,100",2004-12-31
72027910,"157,600","8,000,000",2004-12-31
81211K10,"59,305","1,113,300",2004-12-31
81760N10,"77,384","5,611,600",2004-12-31
82028K20,"402,380","22,000,000",2004-12-31
89102710,"4,431","77,551",2004-12-31
89102710,"25,697","449,728",2004-12-31
89102710,"49,826","872,000",2004-12-31
89102710,"36,552","639,700",2004-12-31
90329340,"261,755","6,500,000",2004-12-31
93964010,"879,119","894,304",2004-12-31
93964010,"145,793","148,311",2004-12-31
93964010,"637,159","648,165",2004-12-31
93964010,"36,357","36,985",2004-12-31
94974610,"801,896","12,902,590",2004-12-31
94974610,"63,492","1,021,600",2004-12-31
94974610,"7,518","120,970",2004-12-31
94974610,"86,637","1,394,000",2004-12-31
94974610,"62,150","1,000,000",2004-12-31
94974610,"2,386,831","38,404,360",2004-12-31
94974610,"37,592","604,860",2004-12-31
94974610,"52,827","850,000",2004-12-31
94974610,"9,322","150,000",2004-12-31
95081710,"2,241,313","5,703,087",2004-12-31
02581610,"886,419","17,225,400",2004-09-30
02581610,"411,404","7,994,634",2004-09-30
02581610,"6,188,368","120,255,879",2004-09-30
02581610,"99,992","1,943,100",2004-09-30
02581610,"215,704","4,191,687",2004-09-30
02971210,"408,473","10,497,900",2004-09-30
09367110,"709,207","14,350,600",2004-09-30
19121610,"71,770","1,792,000",2004-09-30
19121610,"71,129","1,776,000",2004-09-30
19121610,"288,584","7,205,600",2004-09-30
19121610,"1,607,671","40,141,600",2004-09-30
19121610,"5,604,821","139,945,600",2004-09-30
19121610,"366,025","9,139,200",2004-09-30
20030N20,"139,600","5,000,000",2004-09-30
20033410,"25,066","1,179,592",2004-09-30
20033410,"6,234","293,367",2004-09-30
20033410,354,"16,669",2004-09-30
22160K10,"218,094","5,254,000",2004-09-30
31996310,"348,000","8,000,000",2004-09-30
36473010,"288,771","3,447,600",2004-09-30
36476010,"279,750","15,000,000",2004-09-30
37576610,"2,504,400","60,000,000",2004-09-30
37576610,"868,192","20,800,000",2004-09-30
37576610,"267,136","6,400,000",2004-09-30
37576610,"267,136","6,400,000",2004-09-30
37576610,"33,392","800,000",2004-09-30
37576610,"66,784","1,600,000",2004-09-30
40411910,"381,500","10,000,000",2004-09-30
40411910,"95,383","2,500,200",2004-09-30
40411910,"38,150","1,000,000",2004-09-30
46284610,"234,775","6,935,750",2004-09-30
55261F10,"573,919","5,997,060",2004-09-30
55261F10,"52,252","546,000",2004-09-30
55261F10,"15,857","165,700",2004-09-30
61536910,"1,182,277","16,140,300",2004-09-30
61536910,"575,723","7,859,700",2004-09-30
62475610,"58,494","1,361,900",2004-09-30
65410610,"472,800","6,000,000",2004-09-30
68989910,"75,535","1,818,800",2004-09-30
71646E10,"3,919","72,900",2004-09-30
71646E10,"31,509","586,100",2004-09-30
72027910,"144,640","8,000,000",2004-09-30
81211K10,"51,601","1,113,300",2004-09-30
81760N10,"72,165","5,611,600",2004-09-30
82028K20,"366,960","22,000,000",2004-09-30
89102710,"4,124","77,551",2004-09-30
89102710,"23,917","449,728",2004-09-30
89102710,"45,862","862,400",2004-09-30
89102710,"34,019","639,700",2004-09-30
90329340,"118,495","6,500,000",2004-09-30
93964010,"822,760","894,304",2004-09-30
93964010,"136,446","148,311",2004-09-30
93964010,"596,312","648,165",2004-09-30
93964010,"34,026","36,985",2004-09-30
94974610,"769,381","12,902,590",2004-09-30
94974610,"60,918","1,021,600",2004-09-30
94974610,"7,213","120,970",2004-09-30
94974610,"83,124","1,394,000",2004-09-30
94974610,"155,328","2,604,860",2004-09-30
94974610,"2,290,052","38,404,360",2004-09-30
95081710,"2,004,635","5,703,087",2004-09-30
02581610,"885,041","17,225,400",2004-06-30
02581610,"410,764","7,994,634",2004-06-30
02581610,"6,178,747","120,255,879",2004-06-30
02581610,"99,836","1,943,100",2004-06-30
02581610,"215,369","4,191,687",2004-06-30
02971210,"423,170","10,497,900",2004-06-30
09367110,"684,237","14,350,600",2004-06-30
19121610,"90,460","1,792,000",2004-06-30
19121610,"89,652","1,776,000",2004-06-30
19121610,"363,739","7,205,600",2004-06-30
19121610,"2,026,348","40,141,600",2004-06-30
19121610,"7,064,454","139,945,600",2004-06-30
19121610,"461,347","9,139,200",2004-06-30
20033410,"30,669","1,179,592",2004-06-30
20033410,"7,628","293,367",2004-06-30
20033410,433,"16,669",2004-06-30
22160K10,"216,360","5,254,000",2004-06-30
31996310,"356,160","8,000,000",2004-06-30
36473010,"292,529","3,447,600",2004-06-30
36476010,"363,750","15,000,000",2004-06-30
37576610,"2,544,000","60,000,000",2004-06-30
37576610,"881,920","20,800,000",2004-06-30
37576610,"271,360","6,400,000",2004-06-30
37576610,"271,360","6,400,000",2004-06-30
37576610,"33,920","800,000",2004-06-30
37576610,"67,840","1,600,000",2004-06-30
40411910,"415,900","10,000,000",2004-06-30
40411910,"148,314","3,566,100",2004-06-30
40411910,"41,590","1,000,000",2004-06-30
46284610,"242,193","5,018,500",2004-06-30
55261F10,"523,543","5,997,060",2004-06-30
55261F10,"47,666","546,000",2004-06-30
55261F10,"14,466","165,700",2004-06-30
61536910,"1,043,632 1","6,140,300",2004-06-30
61536910,"508,208","7,859,700",2004-06-30
62475610,"69,087","1,929,800",2004-06-30
65410610,"454,500","6,000,000",2004-06-30
68989910,"75,226","1,818,800",2004-06-30
71646E10,"3,375","72,900",2004-06-30
71646E10,"27,136","586,100",2004-06-30
72027910,"141,520","8,000,000",2004-06-30
81211K10,"59,305","1,113,300",2004-06-30
82028K20,"369,820 2","2,000,000",2004-06-30
86791410,"321,460","4,946,300",2004-06-30
86791410,"55,891","860,000",2004-06-30
89102710,"4,172","77,551",2004-06-30
89102710,"24,195","449,728",2004-06-30
89102710,"41,491","771,200",2004-06-30
89102710,"34,416","639,700",2004-06-30
90329340,"114,270","6,500,000",2004-06-30
93964010,"831,712","894,304",2004-06-30
93964010,"137,931","148,311",2004-06-30
93964010,"602,800","648,165",2004-06-30
93964010,"34,396","36,985",2004-06-30
94974610,"738,415 1","2,902,590",2004-06-30
94974610,"58,466","1,021,600",2004-06-30
94974610,"6,923","120,970",2004-06-30
94974610,"79,779","1,394,000",2004-06-30
94974610,"149,076","2,604,860",2004-06-30
94974610,"2,197,882 3","8,404,360",2004-06-30
95081710,"2,064,517","5,703,087",2004-06-30
98939010,"2,622","53,955",2004-06-30
46284610,"223,976","5,018,500",2004-03-31
55261F10,"538,836","5,997,060",2004-03-31
55261F10,"49,058","546,000",2004-03-31
55261F10,"14,888","165,700",2004-03-31
61536910,"1,142,733","16,140,300",2004-03-31
61536910,"556,467","7,859,700",2004-03-31
62475610,"83,170","2,446,900",2004-03-31
65410610,"467,220","6,000,000",2004-03-31
68989910,"88,576","1,818,800",2004-03-31
71646E10,"3,725","72,900",2004-03-31
71646E10,"29,950","586,100",2004-03-31
81211K10,"55,867","1,123,800",2004-03-31
82028K20,"359,260","22,000,000",2004-03-31
86791410,"344,807","4,946,300",2004-03-31
86791410,"59,951","860,000",2004-03-31
89102710,"4,171","77,551",2004-03-31
89102710,"24,191","449,728",2004-03-31
89102710,"41,482","771,200",2004-03-31
89102710,"34,409","639,700",2004-03-31
90329340,"113,685","6,500,000",2004-03-31
93964010,"790,931","894,304",2004-03-31
93964010,"131,168","148,311",2004-03-31
93964010,"573,244","648,165",2004-03-31
93964010,"32,710","36,985",2004-03-31
94974610,"731,190","12,902,590",2004-03-31
94974610,"57,894","1,021,600",2004-03-31
94974610,"6,855","120,970",2004-03-31
94974610,"78,998","1,394,000",2004-03-31
94974610,"147,617","2,604,860",2004-03-31
94974610,"2,176,375","38,404,360",2004-03-31
95081710,"2,207,095","5,703,087",2004-03-31
98939010,"4,973","126,855",2004-03-31
46284610,"198,431","5,018,500",2003-12-31
55261F10,"589,511","5,997,060",2003-12-31
55261F10,"53,672","546,000",2003-12-31
55261F10,"16,288","165,700",2003-12-31
61536910,"977,295","16,140,300",2003-12-31
61536910,"475,905","7,859,700",2003-12-31
62475610,"84,075","2,446,900",2003-12-31
65410610,"410,760","6,000,000",2003-12-31
68989910,"82,562","1,867,500",2003-12-31
71646E10,"4,159","72,900",2003-12-31
71646E10,"33,437","586,100",2003-12-31
81211K10,"60,843","1,123,800",2003-12-31
82028K20,"341,440","22,000,000",2003-12-31
86791410,"353,660","4,946,300",2003-12-31
86791410,"61,490","860,000",2003-12-31
89102710,"3,531","77,551",2003-12-31
89102710,"20,481","449,728",2003-12-31
89102710,"35,120","771,200",2003-12-31
89102710,"29,132","639,700",2003-12-31
90329340,"107,705","6,500,000",2003-12-31
93964010,"707,752","894,304",2003-12-31
93964010,"117,373","148,311",2003-12-31
93964010,"512,958","648,165",2003-12-31
93964010,"29,270","36,985",2003-12-31
94974610,"759,834","12,902,590",2003-12-31
94974610,"60,162","1,021,600",2003-12-31
94974610,"7,124","120,970",2003-12-31
94974610,"82,093","1,394,000",2003-12-31
94974610,"153,400","2,604,860",2003-12-31
94974610,"2,261,633","38,404,360",2003-12-31
95081710,"1,996,080","5,703,087",2003-12-31
98939010,"5,112","157,055",2003-12-31
46284610,"180,164","5,018,500",2003-09-30
52729N10,"8,915","1,644,900",2003-09-30
55261F10,"523,543","5,997,060",2003-09-30
55261F10,"47,666","546,000",2003-09-30
55261F10,"14,466","165,700",2003-09-30
61536910,"887,232","16,140,300",2003-09-30
61536910,"432,048","7,859,700",2003-09-30
62475610,"63,139","2,480,900",2003-09-30
65410610,"364,920","6,000,000",2003-09-30
68989910,"70,722","1,867,500",2003-09-30
71646E10,"2,446","72,900",2003-09-30
71646E10,"19,664","586,100",2003-09-30
81211K10,"53,077","1,123,800",2003-09-30
82028K20,"267,520","22,000,000",2003-09-30
86791410,"298,608","4,946,300",2003-09-30
86791410,"51,918","860,000",2003-09-30
89102710,"3,152","77,551",2003-09-30
89102710,"18,277","449,728",2003-09-30
89102710,"31,342","771,200",2003-09-30
89102710,"25,997","639,700",2003-09-30
90329340,"112,060","6,500,000",2003-09-30
93964010,"594,712","894,304",2003-09-30
93964010,"98,627","148,311",2003-09-30
93964010,"431,030","648,165",2003-09-30
93964010,"24,595","36,985",2003-09-30
94974610,"664,483","12,902,590",2003-09-30
94974610,"52,612","1,021,600",2003-09-30
94974610,"6,230","120,970",2003-09-30
94974610,"71,791","1,394,000",2003-09-30
94974610,"134,150","2,604,860",2003-09-30
94974610,"1,977,825","38,404,360",2003-09-30
95081710,"1,938,878","5,703,087",2003-09-30
98939010,"4,647","167,055",2003-09-30
55261F10,"505,072","5,997,060",2003-06-30
55261F10,"45,984","546,000",2003-06-30
55261F10,"13,955","165,700",2003-06-30
61536910,"850,755","16,140,300",2003-06-30
61536910,"414,285","7,859,700",2003-06-30
62475610,"67,257","2,480,900",2003-06-30
65410610,"320,940","6,000,000",2003-06-30
68989910,"72,832","1,867,500",2003-06-30
71646E10,"2,202","72,900",2003-06-30
71646E10,"17,700","586,100",2003-06-30
81211K10,"74,807","1,569,600",2003-06-30
81211K20,"35,894","704,500",2003-06-30
82028K20,"295,900","22,000,000",2003-06-30
86791410,"293,513","4,946,300",2003-06-30
86791410,"51,032","860,000",2003-06-30
89102710,"2,889","77,551",2003-06-30
89102710,"16,752","449,728",2003-06-30
89102710,"28,727","771,200",2003-06-30
89102710,"23,829","639,700",2003-06-30
90329340,"123,500","6,500,000",2003-06-30
93964010,"635,435","894,304",2003-06-30
93964010,"108,697","148,311",2003-06-30
93964010,"475,040","648,165",2003-06-30
93964010,"27,106","36,985",2003-06-30
94974610,"641,511","12,728,390",2003-06-30
94974610,"51,489","1,021,600",2003-06-30
94974610,"6,097","120,970",2003-06-30
94974610,"70,258","1,394,000",2003-06-30
94974610,"97,935","1,943,160",2003-06-30
94974610,"1,834,321","36,395,260",2003-06-30
95081710,"1,779,363","5,703,087",2003-06-30
98939010,"4,761","167,055",2003-06-30
55261F10,"471,249","5,997,060",2003-03-31
55261F10,"42,905","546,000",2003-03-31
55261F10,"13,021","165,700",2003-03-31
61536910,"746,166","16,140,300",2003-03-31
61536910,"363,354","7,859,700",2003-03-31
62475610,"61,948","2,480,900",2003-03-31
65410610,"308,520","6,000,000",2003-03-31
68989910,"66,072","1,867,500",2003-03-31
71646E10,"1,521","72,900",2003-03-31
71646E10,"13,473","645,900",2003-03-31
81211K10,"100,036","2,492,800",2003-03-31
81211K20,"32,393","704,500",2003-03-31
82028K20,"231,200","22,000,000",2003-03-31
86791410,"260,423","4,946,300",2003-03-31
86791410,"45,279","860,000",2003-03-31
89102710,"2,776","77,551",2003-03-31
89102710,"16,100","449,728",2003-03-31
89102710,"27,609","771,200",2003-03-31
89102710,"22,901","639,700",2003-03-31
90329340,"27,040","6,500,000",2003-03-31
93964010,"609,343","894,304",2003-03-31
93964010,"101,053","148,311",2003-03-31
93964010,"441,634","648,165",2003-03-31
93964010,"25,200","36,985",2003-03-31
94974610,"572,650","12,728,390",2003-03-31
94974610,"45,962","1,021,600",2003-03-31
94974610,"5,442","120,970",2003-03-31
94974610,"62,716","1,394,000",2003-03-31
94974610,"72,203","1,604,860",2003-03-31
94974610,"1,637,423","36,395,260",2003-03-31
95081710,"1,699,520","5,703,087",2003-03-31
97248710,"20,043","1,590,696",2003-03-31
98939010,"9,660","451,355",2003-03-31
55261F10,"475,868","5,997,060",2002-12-31
55261F10,"43,325","546,000",2002-12-31
55261F10,"13,148","165,700",2002-12-31
61536910,"666,433","16,140,300",2002-12-31
61536910,"324,527","7,859,700",2002-12-31
62475610,"67,605","2,480,900",2002-12-31
65410610,"266,820","6,000,000",2002-12-31
68989910,"64,317","1,867,500",2002-12-31
69347510,"29,959","715,000",2002-12-31
81211K10,"92,981","2,492,800",2002-12-31
81211K20,"30,012","704,500",2002-12-31
82028K20,"226,160","22,000,000",2002-12-31
86791410,"281,543","4,946,300",2002-12-31
86791410,"48,951","860,000",2002-12-31
89102710,"2,833","77,551",2002-12-31
89102710,"16,429","449,728",2002-12-31
89102710,"28,172","771,200",2002-12-31
89102710,"23,368","639,700",2002-12-31
90329340,"54,925","6,500,000",2002-12-31
93964010,"659,996","894,304",2002-12-31
93964010,"109,454","148,311",2002-12-31
93964010,"478,346","648,165",2002-12-31
93964010,"27,295","36,985",2002-12-31
94974610,"596,580","12,728,390",2002-12-31
94974610,"47,882","1,021,600",2002-12-31
94974610,"5,670","120,970",2002-12-31
94974610,"65,337","1,394,000",2002-12-31
94974610,"75,220","1,604,860",2002-12-31
94974610,"1,705,846","36,395,260",2002-12-31
95081710,"1,767,672","5,703,087",2002-12-31
98939010,"10,592","451,355",2002-12-31
02581610,"537,088","17,225,400",2002-09-30
02581610,"249,273","7,994,634",2002-09-30
02581610,"3,749,578","120,255,879",2002-09-30
02581610,"60,586","1,943,100",2002-09-30
02581610,"43,643","1,399,713",2002-09-30
02581610,"87,054","2,791,974",2002-09-30
02971210,"205,620","3,232,000",2002-09-30
09367110,"672,126","15,999,200",2002-09-30
19121610,"19,184","400,000",2002-09-30
19121610,"85,177","1,776,000",2002-09-30
19121610,"345,581","7,205,600",2002-09-30
19121610,"1,925,191","40,141,600",2002-09-30
19121610,"6,711,791","139,945,600",2002-09-30
19121610,"438,316","9,139,200",2002-09-30
19121610,"43,740","912,000",2002-09-30
19121610,"23,020","480,000",2002-09-30
22160K10,"181,479","5,606,409",2002-09-30
26000310,"62,922","2,479,200",2002-09-30
26483E10,"43,327","1,289,100",2002-09-30
36144810,"89,906","4,540,700",2002-09-30
36144810,"55,440","2,800,000",2002-09-30
36473010,"262,504","3,636,800",2002-09-30
36476010,"217,000","20,000,000",2002-09-30
37576610,"1,776,000","60,000,000",2002-09-30
37576610,"615,680","20,800,000",2002-09-30
37576610,"189,440","6,400,000",2002-09-30
37576610,"189,440","6,400,000",2002-09-30
37576610,"23,680","800,000",2002-09-30
37576610,"47,360","1,600,000",2002-09-30
39056810,"166,908","6,948,700",2002-09-30
46284610,"166,723","6,671,200",2002-09-30
48007410,"98,587","3,211,300",2002-09-30
55261F10,"472,628","5,997,060",2002-09-30
55261F10,"43,030","546,000",2002-09-30
55261F10,"13,059","165,700",2002-09-30
61536910,"782,805","16,140,300",2002-09-30
61536910,"381,195","7,859,700",2002-09-30
62475610,"64,255","2,480,900",2002-09-30
65410610,"259,080","6,000,000",2002-09-30
68191910,"27,840","500,000",2002-09-30
68989910,"51,319","1,867,500",2002-09-30
81211K10,"42,103","2,492,800",2002-09-30
81211K20,"15,499","679,500",2002-09-30
82028K20,"183,040","22,000,000",2002-09-30
86791410,"304,099","4,946,300",2002-09-30
86791410,"52,873","860,000",2002-09-30
89102710,"7,292","212,834",2002-09-30
89102710,"15,408","449,728",2002-09-30
89102710,"26,421","771,200",2002-09-30
89102710,"21,916","639,700",2002-09-30
90329340,"26,000","6,500,000",2002-09-30
93964010,"580,403","894,304",2002-09-30
93964010,"96,254","148,311",2002-09-30
93964010,"420,659","648,165",2002-09-30
93964010,"24,003","36,985",2002-09-30
94974610,"612,999","12,728,390",2002-09-30
94974610,"7,224","150,000",2002-09-30
94974610,"49,200","1,021,600",2002-09-30
94974610,"5,826","120,970",2002-09-30
94974610,"29,130","604,860",2002-09-30
94974610,"67,135","1,394,000",2002-09-30
94974610,"40,936","850,000",2002-09-30
94974610,"1,752,796","36,395,260",2002-09-30
95081710,"1,753,699","5,703,087",2002-09-30
98939010,"11,925","451,355",2002-09-30
55261F10,"514,308","5,997,060",2002-06-30
55261F10,"46,825","546,000",2002-06-30
55261F10,"14,210","165,700",2002-06-30
61536910,"802,980","16,140,300",2002-06-30
61536910,"391,020","7,859,700",2002-06-30
65410610,"236,366","4,405,700",2002-06-30
68989910,"65,549","1,867,500",2002-06-30
82028K20,"246,400","22,000,000",2002-06-30
86791410,"334,963","4,946,300",2002-06-30
86791410,"58,239","860,000",2002-06-30
89102710,"8,130","212,834",2002-06-30
89102710,"17,180","449,728",2002-06-30
89102710,"29,460","771,200",2002-06-30
89102710,"24,437","639,700",2002-06-30
90329340,"46,475","6,500,000",2002-06-30
93964010,"487,396","894,304",2002-06-30
93964010,"80,829","148,311",2002-06-30
93964010,"353,250","648,165",2002-06-30
93964010,"20,157","36,985",2002-06-30
94974610,"637,183","12,728,390",2002-06-30
94974610,"7,509","150,000",2002-06-30
94974610,"51,141","1,021,600",2002-06-30
94974610,"6,056","120,970",2002-06-30
94974610,"30,279","604,860",2002-06-30
94974610,"69,784","1,394,000",2002-06-30
94974610,"42,551","850,000",2002-06-30
94974610,"1,821,947","36,395,260",2002-06-30
95081710,"1,720,051","5,703,087",2002-06-30
98939010,"14,376","451,355",2002-06-30
55261F10,"481,984","5,997,060",2002-03-31
55261F10,"43,882","546,000",2002-03-31
55261F10,"13,317","165,700",2002-03-31
61536910,"663,366","16,140,300",2002-03-31
61536910,"323,034","7,859,700",2002-03-31
65410610,"264,386","4,405,700",2002-03-31
65410610,"32,030","525,000",2002-03-31
68989910,"66,800","1,867,500",2002-03-31
82028K20,"377,580","21,000,000",2002-03-31
82028K20,"17,980","1,000,000",2002-03-31
86791410,"330,067","4,946,300",2002-03-31
